"Measure","Income bracket","Time","Ethnicity of household reference person","Ethnicity_type","Geography","Value","Denominator"
"Average weekly household income by ethnic group of the head of the household","GBP 1,200 or more, but less than GBP 1,400 ","2015/16-2017/18","Any other Asian background","ONS 5+2","K02000001","5","361"
"Average weekly household income by ethnic group of the head of the household","GBP 1,400 or more, but less than GBP 1,600 ","2015/16-2017/18","Any other Asian background","ONS 5+2","K02000001","4","361"
"Average weekly household income by ethnic group of the head of the household","GBP 1,600 or more, but less than GBP 1,800 ","2015/16-2017/18","Any other Asian background","ONS 5+2","K02000001","5","361"
"Average weekly household income by ethnic group of the head of the household","GBP 1,800 or more, but less than GBP 2,000 ","2015/16-2017/18","Any other Asian background","ONS 5+2","K02000001","3","361"
"Average weekly household income by ethnic group of the head of the household","GBP 2,000 or more ","2015/16-2017/18","Any other Asian background","ONS 5+2","K02000001","4","361"
"Average weekly household income by ethnic group of the head of the household","GBP 200 or more, but less than GBP 400 ","2015/16-2017/18","Any other Asian background","ONS 5+2","K02000001","16","361"
"Average weekly household income by ethnic group of the head of the household","GBP 400 or more, but less than GBP 600 ","2015/16-2017/18","Any other Asian background","ONS 5+2","K02000001","21","361"
"Average weekly household income by ethnic group of the head of the household","GBP 600 or more, but less than GBP 800 ","2015/16-2017/18","Any other Asian background","ONS 5+2","K02000001","17","361"
"Average weekly household income by ethnic group of the head of the household","GBP 800 or more, but less than GBP 1,000 ","2015/16-2017/18","Any other Asian background","ONS 5+2","K02000001","10","361"
"Average weekly household income by ethnic group of the head of the household","Less than GBP 200  ","2015/16-2017/18","Any other Asian background","ONS 5+2","K02000001","7","361"
"Average weekly household income by ethnic group of the head of the household","GBP 1,000 or more, but less than GBP 1,200 ","2015/16-2017/18","Asian/ Asian British","ONS 5+2","K02000001","9","2,391"
"Average weekly household income by ethnic group of the head of the household","GBP 1,200 or more, but less than GBP 1,400 ","2015/16-2017/18","Asian/ Asian British","ONS 5+2","K02000001","6","2,391"
"Average weekly household income by ethnic group of the head of the household","GBP 1,400 or more, but less than GBP 1,600 ","2015/16-2017/18","Asian/ Asian British","ONS 5+2","K02000001","4","2,391"
"Average weekly household income by ethnic group of the head of the household","GBP 1,600 or more, but less than GBP 1,800 ","2015/16-2017/18","Asian/ Asian British","ONS 5+2","K02000001","3","2,391"
"Average weekly household income by ethnic group of the head of the household","GBP 1,800 or more, but less than GBP 2,000 ","2015/16-2017/18","Asian/ Asian British","ONS 5+2","K02000001","2","2,391"
"Average weekly household income by ethnic group of the head of the household","GBP 2,000 or more ","2015/16-2017/18","Asian/ Asian British","ONS 5+2","K02000001","7","2,391"
"Average weekly household income by ethnic group of the head of the household","GBP 200 or more, but less than GBP 400 ","2015/16-2017/18","Asian/ Asian British","ONS 5+2","K02000001","15","2,391"
"Average weekly household income by ethnic group of the head of the household","GBP 400 or more, but less than GBP 600 ","2015/16-2017/18","Asian/ Asian British","ONS 5+2","K02000001","19","2,391"
"Average weekly household income by ethnic group of the head of the household","GBP 600 or more, but less than GBP 800 ","2015/16-2017/18","Asian/ Asian British","ONS 5+2","K02000001","17","2,391"
"Average weekly household income by ethnic group of the head of the household","GBP 800 or more, but less than GBP 1,000 ","2015/16-2017/18","Asian/ Asian British","ONS 5+2","K02000001","11","2,391"
"Average weekly household income by ethnic group of the head of the household","Less than GBP 200  ","2015/16-2017/18","Asian/ Asian British","ONS 5+2","K02000001","7","2,391"
"Average weekly household income by ethnic group of the head of the household","GBP 1,000 or more, but less than GBP 1,200 ","2015/16-2017/18","Bangladeshi","ONS 5+2","K02000001","9","243"
"Average weekly household income by ethnic group of the head of the household","GBP 1,200 or more, but less than GBP 1,400 ","2015/16-2017/18","Bangladeshi","ONS 5+2","K02000001","4","243"
"Average weekly household income by ethnic group of the head of the household","GBP 1,400 or more, but less than GBP 1,600 ","2015/16-2017/18","Bangladeshi","ONS 5+2","K02000001","4","243"
"Average weekly household income by ethnic group of the head of the household","GBP 1,600 or more, but less than GBP 1,800 ","2015/16-2017/18","Bangladeshi","ONS 5+2","K02000001","1","243"
"Average weekly household income by ethnic group of the head of the household","GBP 1,800 or more, but less than GBP 2,000 ","2015/16-2017/18","Bangladeshi","ONS 5+2","K02000001","1","243"
"Average weekly household income by ethnic group of the head of the household","GBP 2,000 or more ","2015/16-2017/18","Bangladeshi","ONS 5+2","K02000001","2","243"
"Average weekly household income by ethnic group of the head of the household","GBP 200 or more, but less than GBP 400 ","2015/16-2017/18","Bangladeshi","ONS 5+2","K02000001","17","243"
"Average weekly household income by ethnic group of the head of the household","GBP 400 or more, but less than GBP 600 ","2015/16-2017/18","Bangladeshi","ONS 5+2","K02000001","26","243"
"Average weekly household income by ethnic group of the head of the household","GBP 600 or more, but less than GBP 800 ","2015/16-2017/18","Bangladeshi","ONS 5+2","K02000001","27","243"
"Average weekly household income by ethnic group of the head of the household","GBP 800 or more, but less than GBP 1,000 ","2015/16-2017/18","Bangladeshi","ONS 5+2","K02000001","7","243"
"Average weekly household income by ethnic group of the head of the household","Less than GBP 200  ","2015/16-2017/18","Bangladeshi","ONS 5+2","K02000001","3","243"
"Average weekly household income by ethnic group of the head of the household","GBP 1,000 or more, but less than GBP 1,200 ","2015/16-2017/18","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","6","1,288"
"Average weekly household income by ethnic group of the head of the household","GBP 1,200 or more, but less than GBP 1,400 ","2015/16-2017/18","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","4","1,288"
"Average weekly household income by ethnic group of the head of the household","GBP 1,400 or more, but less than GBP 1,600 ","2015/16-2017/18","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","3","1,288"
"Average weekly household income by ethnic group of the head of the household","GBP 1,600 or more, but less than GBP 1,800 ","2015/16-2017/18","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","2","1,288"
"Average weekly household income by ethnic group of the head of the household","GBP 1,800 or more, but less than GBP 2,000 ","2015/16-2017/18","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","1","1,288"
"Average weekly household income by ethnic group of the head of the household","GBP 2,000 or more ","2015/16-2017/18","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","3","1,288"
"Average weekly household income by ethnic group of the head of the household","GBP 200 or more, but less than GBP 400 ","2015/16-2017/18","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","25","1,288"
"Average weekly household income by ethnic group of the head of the household","GBP 400 or more, but less than GBP 600 ","2015/16-2017/18","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","22","1,288"
"Average weekly household income by ethnic group of the head of the household","GBP 600 or more, but less than GBP 800 ","2015/16-2017/18","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","15","1,288"
"Average weekly household income by ethnic group of the head of the household","GBP 800 or more, but less than GBP 1,000 ","2015/16-2017/18","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","9","1,288"
"Average weekly household income by ethnic group of the head of the household","Less than GBP 200  ","2015/16-2017/18","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","10","1,288"
"Average weekly household income by ethnic group of the head of the household","GBP 1,000 or more, but less than GBP 1,200 ","2015/16-2017/18","Chinese","ONS 5+2","K02000001","8","215"
"Average weekly household income by ethnic group of the head of the household","GBP 1,200 or more, but less than GBP 1,400 ","2015/16-2017/18","Chinese","ONS 5+2","K02000001","5","215"
"Average weekly household income by ethnic group of the head of the household","GBP 1,400 or more, but less than GBP 1,600 ","2015/16-2017/18","Chinese","ONS 5+2","K02000001","6","215"
"Average weekly household income by ethnic group of the head of the household","GBP 1,600 or more, but less than GBP 1,800 ","2015/16-2017/18","Chinese","ONS 5+2","K02000001","2","215"
"Average weekly household income by ethnic group of the head of the household","GBP 1,800 or more, but less than GBP 2,000 ","2015/16-2017/18","Chinese","ONS 5+2","K02000001","2","215"
"Average weekly household income by ethnic group of the head of the household","GBP 2,000 or more ","2015/16-2017/18","Chinese","ONS 5+2","K02000001","7","215"
"Average weekly household income by ethnic group of the head of the household","GBP 200 or more, but less than GBP 400 ","2015/16-2017/18","Chinese","ONS 5+2","K02000001","19","215"
"Average weekly household income by ethnic group of the head of the household","GBP 400 or more, but less than GBP 600 ","2015/16-2017/18","Chinese","ONS 5+2","K02000001","18","215"
"Average weekly household income by ethnic group of the head of the household","GBP 600 or more, but less than GBP 800 ","2015/16-2017/18","Chinese","ONS 5+2","K02000001","14","215"
"Average weekly household income by ethnic group of the head of the household","GBP 800 or more, but less than GBP 1,000 ","2015/16-2017/18","Chinese","ONS 5+2","K02000001","11","215"
"Average weekly household income by ethnic group of the head of the household","Less than GBP 200  ","2015/16-2017/18","Chinese","ONS 5+2","K02000001","10","215"
"Average weekly household income by ethnic group of the head of the household","GBP 1,000 or more, but less than GBP 1,200 ","2015/16-2017/18","Indian","ONS 5+2","K02000001","12","976"
"Average weekly household income by ethnic group of the head of the household","GBP 1,200 or more, but less than GBP 1,400 ","2015/16-2017/18","Indian","ONS 5+2","K02000001","8","976"
"Average weekly household income by ethnic group of the head of the household","GBP 1,400 or more, but less than GBP 1,600 ","2015/16-2017/18","Indian","ONS 5+2","K02000001","6","976"
