"Measure","Measure_Type","Ethnicity","Ethnicity_Type","Time","Time_Type","Region","Sex","Value","confidence_interval","Numerator","Denominator","Samp_size"
"Permanent","Employment Type","Unknown","ONS 2011 5+1","2008","Year","London","Men","?","?","?","?","?"
"Unknown","Employment Type","Unknown","ONS 2011 5+1","2008","Year","London","Men","?","?","?","?","?"
"Temporary","Employment Type","Unknown","ONS 2011 5+1","2008","Year","London","Women","?","?","?","?","?"
"Permanent","Employment Type","Unknown","ONS 2011 5+1","2008","Year","London","Women","?","?","?","?","?"
"Unknown","Employment Type","Unknown","ONS 2011 5+1","2008","Year","London","Women","?","?","?","?","?"
"Temporary","Employment Type","Unknown","ONS 2011 5+1","2008","Year","North East","All","?","?","?","?","?"
"Permanent","Employment Type","Unknown","ONS 2011 5+1","2008","Year","North East","All","?","?","?","?","?"
"Unknown","Employment Type","Unknown","ONS 2011 5+1","2008","Year","North East","All","?","?","?","?","?"
"Temporary","Employment Type","Unknown","ONS 2011 5+1","2008","Year","North East","Men","?","?","?","?","?"
"Permanent","Employment Type","Unknown","ONS 2011 5+1","2008","Year","North East","Men","?","?","?","?","?"
"Unknown","Employment Type","Unknown","ONS 2011 5+1","2008","Year","North East","Men","?","?","?","?","?"
"Temporary","Employment Type","Unknown","ONS 2011 5+1","2008","Year","North East","Women","?","?","?","?","?"
"Permanent","Employment Type","Unknown","ONS 2011 5+1","2008","Year","North East","Women","?","?","?","?","?"
"Unknown","Employment Type","Unknown","ONS 2011 5+1","2008","Year","North East","Women","?","?","?","?","?"
"Temporary","Employment Type","Unknown","ONS 2011 5+1","2008","Year","North West","All","?","?","?","?","?"
"Permanent","Employment Type","Unknown","ONS 2011 5+1","2008","Year","North West","All","?","?","?","?","?"
"Unknown","Employment Type","Unknown","ONS 2011 5+1","2008","Year","North West","All","?","?","?","?","?"
"Temporary","Employment Type","Unknown","ONS 2011 5+1","2008","Year","North West","Men","?","?","?","?","?"
"Permanent","Employment Type","Unknown","ONS 2011 5+1","2008","Year","North West","Men","?","?","?","?","?"
"Unknown","Employment Type","Unknown","ONS 2011 5+1","2008","Year","North West","Men","?","?","?","?","?"
"Temporary","Employment Type","Unknown","ONS 2011 5+1","2008","Year","North West","Women","?","?","?","?","?"
"Permanent","Employment Type","Unknown","ONS 2011 5+1","2008","Year","North West","Women","?","?","?","?","?"
"Unknown","Employment Type","Unknown","ONS 2011 5+1","2008","Year","North West","Women","?","?","?","?","?"
"Temporary","Employment Type","Unknown","ONS 2011 5+1","2008","Year","Scotland","All","?","?","?","?","?"
"Permanent","Employment Type","Unknown","ONS 2011 5+1","2008","Year","Scotland","All","?","?","?","?","?"
"Unknown","Employment Type","Unknown","ONS 2011 5+1","2008","Year","Scotland","All","?","?","?","?","?"
"Temporary","Employment Type","Unknown","ONS 2011 5+1","2008","Year","Scotland","Men","?","?","?","?","?"
"Permanent","Employment Type","Unknown","ONS 2011 5+1","2008","Year","Scotland","Men","?","?","?","?","?"
"Unknown","Employment Type","Unknown","ONS 2011 5+1","2008","Year","Scotland","Men","?","?","?","?","?"
"Temporary","Employment Type","Unknown","ONS 2011 5+1","2008","Year","Scotland","Women","?","?","?","?","?"
"Permanent","Employment Type","Unknown","ONS 2011 5+1","2008","Year","Scotland","Women","?","?","?","?","?"
"Unknown","Employment Type","Unknown","ONS 2011 5+1","2008","Year","Scotland","Women","?","?","?","?","?"
"Temporary","Employment Type","Unknown","ONS 2011 5+1","2008","Year","South East","All","?","?","?","?","?"
"Permanent","Employment Type","Unknown","ONS 2011 5+1","2008","Year","South East","All","?","?","?","?","?"
"Unknown","Employment Type","Unknown","ONS 2011 5+1","2008","Year","South East","All","?","?","?","?","?"
"Temporary","Employment Type","Unknown","ONS 2011 5+1","2008","Year","South East","Men","?","?","?","?","?"
"Permanent","Employment Type","Unknown","ONS 2011 5+1","2008","Year","South East","Men","?","?","?","?","?"
"Unknown","Employment Type","Unknown","ONS 2011 5+1","2008","Year","South East","Men","?","?","?","?","?"
"Temporary","Employment Type","Unknown","ONS 2011 5+1","2008","Year","South East","Women","?","?","?","?","?"
"Permanent","Employment Type","Unknown","ONS 2011 5+1","2008","Year","South East","Women","?","?","?","?","?"
"Unknown","Employment Type","Unknown","ONS 2011 5+1","2008","Year","South East","Women","?","?","?","?","?"
"Temporary","Employment Type","Unknown","ONS 2011 5+1","2008","Year","South West","All","?","?","?","?","?"
"Permanent","Employment Type","Unknown","ONS 2011 5+1","2008","Year","South West","All","?","?","?","?","?"
"Unknown","Employment Type","Unknown","ONS 2011 5+1","2008","Year","South West","All","?","?","?","?","?"
"Temporary","Employment Type","Unknown","ONS 2011 5+1","2008","Year","South West","Men","?","?","?","?","?"
"Permanent","Employment Type","Unknown","ONS 2011 5+1","2008","Year","South West","Men","?","?","?","?","?"
"Unknown","Employment Type","Unknown","ONS 2011 5+1","2008","Year","South West","Men","?","?","?","?","?"
"Temporary","Employment Type","Unknown","ONS 2011 5+1","2008","Year","South West","Women","?","?","?","?","?"
"Permanent","Employment Type","Unknown","ONS 2011 5+1","2008","Year","South West","Women","?","?","?","?","?"
"Unknown","Employment Type","Unknown","ONS 2011 5+1","2008","Year","South West","Women","?","?","?","?","?"
"Temporary","Employment Type","Unknown","ONS 2011 5+1","2008","Year","Wales","All","?","?","?","?","?"
"Permanent","Employment Type","Unknown","ONS 2011 5+1","2008","Year","Wales","All","?","?","?","?","?"
"Unknown","Employment Type","Unknown","ONS 2011 5+1","2008","Year","Wales","All","?","?","?","?","?"
"Temporary","Employment Type","Unknown","ONS 2011 5+1","2008","Year","Wales","Men","?","?","?","?","?"
"Permanent","Employment Type","Unknown","ONS 2011 5+1","2008","Year","Wales","Men","?","?","?","?","?"
"Unknown","Employment Type","Unknown","ONS 2011 5+1","2008","Year","Wales","Men","?","?","?","?","?"
"Temporary","Employment Type","Unknown","ONS 2011 5+1","2008","Year","Wales","Women","?","?","?","?","?"
"Permanent","Employment Type","Unknown","ONS 2011 5+1","2008","Year","Wales","Women","?","?","?","?","?"
"Unknown","Employment Type","Unknown","ONS 2011 5+1","2008","Year","Wales","Women","?","?","?","?","?"
"Temporary","Employment Type","Unknown","ONS 2011 5+1","2008","Year","West Midlands","All","?","?","?","?","?"
"Permanent","Employment Type","Unknown","ONS 2011 5+1","2008","Year","West Midlands","All","?","?","?","?","?"
"Unknown","Employment Type","Unknown","ONS 2011 5+1","2008","Year","West Midlands","All","?","?","?","?","?"
"Temporary","Employment Type","Unknown","ONS 2011 5+1","2008","Year","West Midlands","Men","?","?","?","?","?"
"Permanent","Employment Type","Unknown","ONS 2011 5+1","2008","Year","West Midlands","Men","?","?","?","?","?"
"Unknown","Employment Type","Unknown","ONS 2011 5+1","2008","Year","West Midlands","Men","?","?","?","?","?"
"Temporary","Employment Type","Unknown","ONS 2011 5+1","2008","Year","West Midlands","Women","?","?","?","?","?"
"Permanent","Employment Type","Unknown","ONS 2011 5+1","2008","Year","West Midlands","Women","?","?","?","?","?"
"Unknown","Employment Type","Unknown","ONS 2011 5+1","2008","Year","West Midlands","Women","?","?","?","?","?"
"Temporary","Employment Type","Unknown","ONS 2011 5+1","2008","Year","Yorkshire and The Humber","All","?","?","?","?","?"
"Permanent","Employment Type","Unknown","ONS 2011 5+1","2008","Year","Yorkshire and The Humber","All","?","?","?","?","?"
"Unknown","Employment Type","Unknown","ONS 2011 5+1","2008","Year","Yorkshire and The Humber","All","?","?","?","?","?"
"Temporary","Employment Type","Unknown","ONS 2011 5+1","2008","Year","Yorkshire and The Humber","Men","?","?","?","?","?"
"Permanent","Employment Type","Unknown","ONS 2011 5+1","2008","Year","Yorkshire and The Humber","Men","?","?","?","?","?"
"Unknown","Employment Type","Unknown","ONS 2011 5+1","2008","Year","Yorkshire and The Humber","Men","?","?","?","?","?"
"Temporary","Employment Type","Unknown","ONS 2011 5+1","2008","Year","Yorkshire and The Humber","Women","?","?","?","?","?"
"Permanent","Employment Type","Unknown","ONS 2011 5+1","2008","Year","Yorkshire and The Humber","Women","?","?","?","?","?"
"Unknown","Employment Type","Unknown","ONS 2011 5+1","2008","Year","Yorkshire and The Humber","Women","?","?","?","?","?"
"Temporary","Employment Type","White","ONS 2011 5+1","2008","Year","All","All","4.9","0.2","1076900","22057900","118731"
"Permanent","Employment Type","White","ONS 2011 5+1","2008","Year","All","All","95.1","0.2","20970600","22057900","118731"
"Unknown","Employment Type","White","ONS 2011 5+1","2008","Year","All","All","?","?","?","?","?"
"Temporary","Employment Type","White","ONS 2011 5+1","2008","Year","All","Men","4.2","0.3","468700","11189300","57679"
"Permanent","Employment Type","White","ONS 2011 5+1","2008","Year","All","Men","95.8","0.3","10715700","11189300","57679"
"Unknown","Employment Type","White","ONS 2011 5+1","2008","Year","All","Men","?","?","?","?","?"
"Temporary","Employment Type","White","ONS 2011 5+1","2008","Year","All","Women","5.6","0.3","608200","10868600","61052"
"Permanent","Employment Type","White","ONS 2011 5+1","2008","Year","All","Women","94.4","0.3","10254900","10868600","61052"
"Unknown","Employment Type","White","ONS 2011 5+1","2008","Year","All","Women","?","?","?","?","?"
"Temporary","Employment Type","White","ONS 2011 5+1","2008","Year","East Midlands","All","4.8","0.8","82300","1724700","6286"
"Permanent","Employment Type","White","ONS 2011 5+1","2008","Year","East Midlands","All","95.2","0.8","1641800","1724700","6286"
"Unknown","Employment Type","White","ONS 2011 5+1","2008","Year","East Midlands","All","0","0.1","600","1724700","6286"
"Temporary","Employment Type","White","ONS 2011 5+1","2008","Year","East Midlands","Men","4.3","1.1","37300","874400","3102"
"Permanent","Employment Type","White","ONS 2011 5+1","2008","Year","East Midlands","Men","95.7","1.1","837100","874400","3102"
"Unknown","Employment Type","White","ONS 2011 5+1","2008","Year","East Midlands","Men","?","?","?","?","?"
"Temporary","Employment Type","White","ONS 2011 5+1","2008","Year","East Midlands","Women","5.3","1.2","45000","850300","3184"
"Permanent","Employment Type","White","ONS 2011 5+1","2008","Year","East Midlands","Women","94.6","1.2","804700","850300","3184"
"Unknown","Employment Type","White","ONS 2011 5+1","2008","Year","East Midlands","Women","0.1","0.1","600","850300","3184"
"Temporary","Employment Type","White","ONS 2011 5+1","2008","Year","East of England","All","4.8","0.7","103100","2164700","7890"
"Permanent","Employment Type","White","ONS 2011 5+1","2008","Year","East of England","All","95.2","0.7","2060500","2164700","7890"
"Unknown","Employment Type","White","ONS 2011 5+1","2008","Year","East of England","All","0.1","0.1","1200","2164700","7890"
"Temporary","Employment Type","White","ONS 2011 5+1","2008","Year","East of England","Men","4","1","43800","1100200","3888"
"Permanent","Employment Type","White","ONS 2011 5+1","2008","Year","East of England","Men","96","1","1055700","1100200","3888"
"Unknown","Employment Type","White","ONS 2011 5+1","2008","Year","East of England","Men","0.1","0.1","700","1100200","3888"
"Temporary","Employment Type","White","ONS 2011 5+1","2008","Year","East of England","Women","5.6","1.1","59300","1064500","4002"
"Permanent","Employment Type","White","ONS 2011 5+1","2008","Year","East of England","Women","94.4","1.1","1004800","1064500","4002"
"Unknown","Employment Type","White","ONS 2011 5+1","2008","Year","East of England","Women","0","0.1","500","1064500","4002"
"Temporary","Employment Type","White","ONS 2011 5+1","2008","Year","London","All","5.2","0.8","110800","2131500","7321"
"Permanent","Employment Type","White","ONS 2011 5+1","2008","Year","London","All","94.7","0.8","2019200","2131500","7321"
"Unknown","Employment Type","White","ONS 2011 5+1","2008","Year","London","All","0.1","0.1","1400","2131500","7321"
"Temporary","Employment Type","White","ONS 2011 5+1","2008","Year","London","Men","4.1","1","46400","1120000","3662"
"Permanent","Employment Type","White","ONS 2011 5+1","2008","Year","London","Men","95.7","1","1072300","1120000","3662"
"Unknown","Employment Type","White","ONS 2011 5+1","2008","Year","London","Men","0.1","0.2","1200","1120000","3662"
