"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Value","Value_type","Denominator","Numerator"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Blackburn with Darwen","Local authority","E06000008","Boys","52.8","Score out of 90","462","24380"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Blackburn with Darwen","Local authority","E06000008","Girls","59.3","Score out of 90","429","25439.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Blackpool","Local authority","E06000009","All","60.7","Score out of 90","30","1819.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Blackpool","Local authority","E06000009","Boys","55.6","Score out of 90","14","778.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Blackpool","Local authority","E06000009","Girls","65.1","Score out of 90","16","1041"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Bolton","Local authority","E08000001","All","54.5","Score out of 90","863","47030.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Bolton","Local authority","E08000001","Boys","51.6","Score out of 90","451","23292.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Bolton","Local authority","E08000001","Girls","57.6","Score out of 90","412","23738.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Manchester","Local authority","E08000003","All","51.6","Score out of 90","1385","71524.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Manchester","Local authority","E08000003","Boys","49.2","Score out of 90","686","33736.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Manchester","Local authority","E08000003","Girls","54.1","Score out of 90","699","37788.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Oldham","Local authority","E08000004","All","47.7","Score out of 90","1030","49160.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Oldham","Local authority","E08000004","Boys","44","Score out of 90","528","23258"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Oldham","Local authority","E08000004","Girls","51.6","Score out of 90","502","25902.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Rochdale","Local authority","E08000005","All","48.5","Score out of 90","703","34082.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Rochdale","Local authority","E08000005","Boys","44.5","Score out of 90","381","16936.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Rochdale","Local authority","E08000005","Girls","53.2","Score out of 90","322","17145.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Salford","Local authority","E08000006","All","52.8","Score out of 90","48","2533"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Salford","Local authority","E08000006","Boys","51.8","Score out of 90","22","1138.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Salford","Local authority","E08000006","Girls","53.6","Score out of 90","26","1394.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Bury","Local authority","E08000002","All","50.8","Score out of 90","336","17055"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Bury","Local authority","E08000002","Boys","47.9","Score out of 90","174","8327.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Bury","Local authority","E08000002","Girls","53.9","Score out of 90","162","8727.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Cheshire East","Local authority","E06000049","All","58.8","Score out of 90","63","3704.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Cheshire East","Local authority","E06000049","Boys","52","Score out of 90","40","2080.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Cheshire East","Local authority","E06000049","Girls","70.6","Score out of 90","23","1624"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Cheshire West and Chester","Local authority","E06000050","All","48.5","Score out of 90","47","2281"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Cheshire West and Chester","Local authority","E06000050","Boys","47.5","Score out of 90","21","998"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Cheshire West and Chester","Local authority","E06000050","Girls","49.3","Score out of 90","26","1283"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Cumbria","Local authority","E10000006","All","67","Score out of 90","34","2279.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Cumbria","Local authority","E10000006","Boys","65.5","Score out of 90","20","1309.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Cumbria","Local authority","E10000006","Girls","69.3","Score out of 90","14","970"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Halton","Local authority","E06000006","All","!","Score out of 90","2","!"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Halton","Local authority","E06000006","Boys","N/A","Score out of 90","0","0"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Halton","Local authority","E06000006","Girls","!","Score out of 90","2","!"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Knowsley","Local authority","E08000011","All","48.2","Score out of 90","9","434"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Knowsley","Local authority","E08000011","Boys","42.7","Score out of 90","5","213.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Knowsley","Local authority","E08000011","Girls","55.1","Score out of 90","4","220.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Lancashire","Local authority","E10000017","All","52.9","Score out of 90","1534","81167.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Lancashire","Local authority","E10000017","Boys","50.1","Score out of 90","819","41026.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Lancashire","Local authority","E10000017","Girls","56.1","Score out of 90","715","40140.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Liverpool","Local authority","E08000012","All","62.1","Score out of 90","199","12353"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Liverpool","Local authority","E08000012","Boys","56.4","Score out of 90","93","5242.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Liverpool","Local authority","E08000012","Girls","67.1","Score out of 90","106","7110.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Sefton","Local authority","E08000014","All","61.2","Score out of 90","43","2631.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Sefton","Local authority","E08000014","Boys","59","Score out of 90","21","1239"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Sefton","Local authority","E08000014","Girls","63.3","Score out of 90","22","1392.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","St. Helens","Local authority","E08000013","All","62.9","Score out of 90","27","1697"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","St. Helens","Local authority","E08000013","Boys","65","Score out of 90","18","1170.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","St. Helens","Local authority","E08000013","Girls","58.5","Score out of 90","9","526.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Stockport","Local authority","E08000007","All","57.5","Score out of 90","191","10981.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Stockport","Local authority","E08000007","Boys","56.1","Score out of 90","108","6054"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Stockport","Local authority","E08000007","Girls","59.4","Score out of 90","83","4927.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Tameside","Local authority","E08000008","All","52.5","Score out of 90","305","15997.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Tameside","Local authority","E08000008","Boys","48.2","Score out of 90","144","6938.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Tameside","Local authority","E08000008","Girls","56.3","Score out of 90","161","9059"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Trafford","Local authority","E08000009","All","68.3","Score out of 90","520","35510.01"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Trafford","Local authority","E08000009","Boys","66.6","Score out of 90","254","16909.51"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Trafford","Local authority","E08000009","Girls","69.9","Score out of 90","266","18600.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Warrington","Local authority","E06000007","All","51.6","Score out of 90","40","2062.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Warrington","Local authority","E06000007","Boys","53.1","Score out of 90","21","1115.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Warrington","Local authority","E06000007","Girls","49.8","Score out of 90","19","947"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Wigan","Local authority","E08000010","All","62.9","Score out of 90","35","2201.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Wigan","Local authority","E08000010","Boys","60.9","Score out of 90","17","1036"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Wigan","Local authority","E08000010","Girls","64.8","Score out of 90","18","1165.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Wirral","Local authority","E08000015","All","67","Score out of 90","112","7502.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Wirral","Local authority","E08000015","Boys","65.7","Score out of 90","46","3023.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Wirral","Local authority","E08000015","Girls","67.9","Score out of 90","66","4479"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Barnsley","Local authority","E08000016","All","56.2","Score out of 90","11","618.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Barnsley","Local authority","E08000016","Boys","51.4","Score out of 90","5","256.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Barnsley","Local authority","E08000016","Girls","60.3","Score out of 90","6","361.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Bradford","Local authority","E08000032","All","48","Score out of 90","2978","142956.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Bradford","Local authority","E08000032","Boys","44.9","Score out of 90","1534","68872"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Bradford","Local authority","E08000032","Girls","51.3","Score out of 90","1444","74084.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Calderdale","Local authority","E08000033","All","53.9","Score out of 90","477","25695.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Calderdale","Local authority","E08000033","Boys","51.1","Score out of 90","239","12212.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Calderdale","Local authority","E08000033","Girls","56.7","Score out of 90","238","13483.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Doncaster","Local authority","E08000017","All","51.5","Score out of 90","93","4791.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Doncaster","Local authority","E08000017","Boys","50.1","Score out of 90","52","2605.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","Doncaster","Local authority","E08000017","Girls","53.3","Score out of 90","41","2186.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2020-2021","Academic year","East Riding of Yorkshire","Local authority","E06000011","All","62.4","Score out of 90","13","811.5"
